observed,predicted
0.0310435345622018,0.011348852773154696
0.0575161420058702,0.014778783352186608
0.0299219304445256,0.013240364845595608
0.074607400590506,0.054510451216122816
0.0036334587822768,0.00989982836315703
0.0081652729989525,0.0712693948232524
0.0019532929330098,0.017576696443478257
0.0796791775275547,0.046591700249379635
0.0353635278857474,0.02838896839691605
0.0116007182970449,0.0160221744492599
0.020107886159935,0.010609169231953857
0.003099169827029,0.005454652521462568
0.0691277096239981,0.008474888030314907
0.0254505414381448,0.034791176223456614
0.0234909383623156,0.025319562279434875
0.0127462360453587,0.003950794283294319
0.0117373469905097,0.010764663073842141
0.0249686102418955,0.016115362048731326
0.0044642307970529,0.01207145781337046
0.0306182162286128,0.010771684122755358
0.0997272966677785,0.03627603509031853
0.0247700939737543,0.008091487888793804
0.0256766834544305,0.00605782714169093
0.0095166339288104,0.021769819682568227
0.0084045638060709,0.015068111524566647
0.016818869120627,0.01662312325675758
0.0217549648502009,0.041156636658980034
0.0372629381128709,0.014159134990252332
0.0036609086844103,0.005897044665659672
0.0734600825675053,0.004609650323539569
0.0102521463476477,0.015572624670782452
0.0050518173050729,0.02263438172024429
0.0059683328000473,0.02191743531570934
0.0065178311673279,0.05201492494754137
0.0344528610321836,0.026473431083967373
0.01827775129189,0.017411460139423334
0.0031392680259513,0.022709394849708475
0.0065100188441595,0.03786144365768941
0.0053938759725102,0.019790027952735007
0.0834142894452978,0.022363747210028196
0.0058648211549567,0.008254601255400272
0.0022354628253222,0.004983945478504801
0.0070270456447628,0.009319759207555648
0.0141905974828191,0.01084080991318722
0.0023866840392452,0.03153963492626553
0.0227588764568629,0.01604088721652551
0.0127929372759705,0.008843320730587875
0.030701626241074,0.019492097500120754
0.0649437605971107,0.012018372893536395
0.0355822578992341,0.03426038049250803
0.0096747844207156,0.014065616008737427
0.0062443110966785,0.011303786863940733
0.0562598005217622,0.009106004596395881
0.0145639903524712,0.009154141018375994
0.0073958133248345,0.008549508873243954
0.0123829189179713,0.016850546644522273
0.0216937763315421,0.025941919247760153
0.0119113871017044,0.03822179475616217
0.0052279107904571,0.004364035883826888
0.0146561041339872,0.02553994518415437
0.0093261893933951,0.009235691571864045
0.0150238732108569,0.02434154876191161
0.0130609454724943,0.03347086457570561
0.020399684178142,0.01687154913519309
0.0121484599287134,0.036686273154079706
0.0721474567395789,0.017370674377143548
0.002591335712643,0.02545254934544938
0.0372371374151268,0.003091238709333955
0.0211458721426743,0.023244721871686753
0.0028639485337836,0.009454437776744117
0.0108920681454996,0.024513232473744984
0.0117289118408774,0.010485111053372196
0.0061228624078784,0.011267514408687361
0.0106369206641598,0.009865523186108519
0.0059905499356644,0.01690077734195599
0.0418322860996164,0.024367728318184484
0.0388787430687045,0.018737207944801354
0.0314334601558915,0.020794962597925553
0.0441066487758682,0.036089573763301463
0.0034156538576793,0.019141366397747713
0.0065653244067985,0.009580355423514396
0.0181546729447059,0.016398341444397245
0.0082351796957117,0.05891948013624628
0.033421997104935,0.02288687523517713
0.0098468188673483,0.02201301295992893
0.0152287652062,0.036669243158782935
0.0363153124978904,0.0012776872727363773
0.0132126321370241,0.019042962387426452
0.0130865451879227,0.019506424222995516
0.0519233939719797,0.020462150426682396
0.0054303165044966,0.022937000104515444
0.0386243614425085,0.020425843571702282
0.0357276746652101,0.01634171984883258
0.01610577723623,0.01719628769827221
0.0215350611908546,0.02881988379602232
0.0069807914042147,0.03461982979889683
0.0137926449522292,0.0112172142865867
0.0063486402174717,0.033167063977960695
0.0108177837194299,0.017114421004167688
0.036813478781884,0.054774963692907366
0.0054729909254287,0.010951264854967203
0.0033822195235452,0.012177666551213443
0.0071513246312616,0.05261436543416808
0.018801400679569,0.007826440986054879
0.0052946966935294,0.011153926881240906
0.0645333007636299,0.02571184054049504
0.0038551265619535,0.03473533052195242
0.0633288016157817,0.010639979684761276
0.024195017998709,0.032335461661400916
0.0126142268517149,0.029077750335054282
0.0049290496075666,0.009325732307860985
0.0188642239335727,0.018295603078260596
0.0180983608853973,0.016216906657392702
0.0245188180376656,0.01884172464709685
0.0139430297363847,0.01735679645550814
0.0253332033630454,0.02787550500622854
0.0136627292196955,0.04344989389132968
0.0153750614418975,0.02871263373242965
0.024419906841375,0.024852904584387634
0.0034785981259874,0.037790611030699035
0.0072669103170706,0.029547042738061635
0.015479105293304,0.008291233909867047
0.0125287731063495,0.013235268462191968
0.0194913664942939,0.004304348841830315
0.0122849911546177,0.021455355460596917
0.0326797348804522,0.04482332651932441
0.0140810341940221,0.03453622509543537
0.008695811583572,0.020957336705324785
0.010963258812829,-0.0011470149218239932
0.0102411410094642,0.030040277537955552
0.030088135014971,0.069541848295109
0.00563798932918,0.031005834418501983
0.0541565459888978,0.015204341059092958
0.0190571636684206,0.016325687302878502
0.0212545162276917,0.0187771295516715
0.0486912529037473,0.016814794372211627
0.0714460358679682,0.008999102606244156
0.0267061793140021,0.012411240230974778
0.0017905774085083,0.008042586940192952
0.0027229221286476,0.018364136314754108
0.0079912436732267,0.005105548087303859
0.0180546167433921,0.013127618859712286
0.0362531257271034,0.03892918393547057
0.0069871044938523,0.03177701438132971
0.0116750806171039,0.01403833622932876
0.0036384679358797,0.005621602856101045
0.0109379049873804,0.016529469395021812
0.0062913278892582,0.013280655303664247
0.0081295708631684,0.01908055412169322
0.0071193998315935,0.0447042522235263
0.0081382516306574,0.02649382444113584
0.0391113622359004,0.022567128086295955
0.0110523509618202,0.06073913846397149
0.1816505659588446,0.02101185325138347
0.0195850267531643,0.01213895863287766
0.0257856597423842,0.03708801156027665
0.0080174665821219,0.05260986335096111
0.0227344025037274,0.006698419237328627
0.0058892196227849,0.007177427996777435
0.0170683009874998,0.0189736058928358
0.1627770365172228,0.017846041138476817
0.0131622868913198,0.05648058507711637
0.0534514846806,0.02369762361713617
0.0081536233297149,0.007375896637541664
0.0222933658690849,0.026917327494817
0.0682031229597833,0.015692090115062146
0.0112026302927398,0.010690905300405076
0.0571933859339958,0.009010360982146495
0.013605018454873,0.008105330583251979
0.0046477879546184,0.0053854758399343875
0.0162901578763876,0.014304708575284656
0.0187273358197189,0.00713577149917411
0.0153086797201379,0.014827425164119137
0.0061278278107681,0.010739723345090768
0.0059152301895655,0.013066798490028545
0.0131496537257389,0.019505463815204644
0.0104036472155779,0.01188389041716472
0.0327759349117256,0.011411509317407824
0.026609249110171,0.03178292205228483
0.0034368013402041,0.011575489456504119
0.0143137308936249,0.018957916157612147
0.0123372996370025,0.004731221331804822
0.0152699417951486,0.027431319504828643
0.0327535979150662,0.013994442022639905
0.0210098695615133,0.025795829031129047
0.0116930845925727,0.010472676884294693
0.0075426478217364,0.015751783029894377
0.0057927681100985,0.022704923553418143
0.0157322852192643,0.022046424614982844
0.0217792174563914,0.01608175720435065
0.0288023401648599,0.022702818179990234
0.0057203962078023,0.02653590114086841
0.0032715059493097,0.009622315486702726
0.0423882151276037,0.04118212663192467
0.0166500371625204,0.01532314626962548
0.0147395039057361,0.005492671653951155
0.0179816624893712,0.008771732139306553
0.0172605545537349,0.015043349038606595
0.0173371951048793,0.002899925404305062
0.0098484699798427,0.012162360550543658
0.0206732375190425,0.017764885100425218
0.0134215712496424,0.026871945643418063
0.0079083412209935,0.01882133096188692
0.0093697724294891,0.03499127957978398
0.0208781238553079,0.03207536717072808
0.0139553847038525,0.08774979092176424
0.066436376529563,0.05781405339834666
0.008888280337476,0.026578047769642482
0.01841514849244,0.050712673852126744
0.0164200746661297,0.014630536765109807
0.0245203782012994,0.006933651160977324
0.0159019460339552,0.03292791239868497
0.0501414119378692,0.07731354819544022
0.0048588008835766,0.0317437774436447
0.0261840209425516,0.012558958004889566
0.0316703251442944,0.031091825321080797
0.009861810779737,0.014015575636744201
0.0307273921634158,0.02236238593212112
0.0151417049461621,0.020454677441475274
0.0415063653498667,0.006564559031782064
0.0787783569873041,0.02020447518144519
0.0141913818348029,0.012818650646939553
0.0043168743341543,0.01140871458117641
0.0343732159726465,0.021512514581401646
0.0424946222463978,0.009176316563425218
0.0100509415757867,0.02388217650391482
0.0055225324505256,0.005044459052944231
0.0143273994438035,0.014905147500472315
0.0082774736830639,0.040624494487122326
0.0089941253039479,0.017657460628063577
0.0099021387955193,0.06954247513371271
0.0080710120027979,0.03276353320371101
0.0067133711274499,0.009721463592161384
0.0285466501665475,0.03377660430469195
0.0844575460647918,0.052023273636740856
0.0105262581445025,0.02085180828194583
0.0459523343483159,0.016280742810657743
0.0074742885959629,0.00595448625307158
0.0143328151998264,0.011982413815522994
0.0274921328492257,0.009204725841563717
0.0098009965199122,0.0046321558919699135
0.0271470715711887,0.008821512597096192
0.0195986909406565,0.028697311155923343
0.0148965531608814,0.013105207215570172
0.0182135994124336,0.006849857033432251
0.084725426678525,0.018047046981489664
0.0053081017925158,0.01902416985209216
0.0068711995200635,0.009585628131095142
0.0078075634867665,0.017299323920576794
0.0056107016622676,0.015985284701645227
0.0054992009949026,0.01457347451912698
0.0326189942874609,0.04061988814915306
0.03449557483958,0.009385230942561475
0.0113630861735642,0.021124530472544718
0.0044277653627607,0.014289004569573506
0.0285444300649905,0.025846576440653895
0.0113633004177354,0.021780798686563074
0.0239185438094592,0.011404813663252881
0.0109703599714769,0.009704412175579118
0.0058979040357532,0.011196076903077709
0.0488248118987226,0.01545433892267503
0.0654344854379915,0.021957326680534354
0.0114915410796908,0.01938729953812905
0.0102427014618766,0.033135262993329986
0.009818930186271,0.00709604243545792
0.0215394843303552,0.013941102044041878
0.0183498009770604,0.010715216396992425
0.0727411746634924,0.018718414389850273
0.0199695988601466,0.016353657171537226
0.0079214062487275,0.004318965617283534
0.0072222314695326,0.05732246760586208
0.0048488467633996,0.029065717562809727
0.0159081083029659,0.06220406842323574
0.0841766436859784,0.002921640819298515
0.0112290538970644,0.02752183715410041
0.0154303498355279,0.015469962099655558
0.0088560694782067,0.015275004028238049
0.0645535084254906,0.03175090374239593
0.1164346059356527,0.01013103163919075
0.0096945439420488,0.04186287486596024
0.0066582927913331,0.015742868245863312
0.0524343050307162,0.02419559370525165
